sample_id,dataset_id,included_systems,raw_input,normalized_input,canonical_degree,canonical_country_system,country_code,region,qualification_level,degree_family,short_code,duration_hint,local_level,variant_alias_kind,variant_prefix_kind,variant_suffix_kind,variant_case_kind,expected_status,expected_layer,is_degree_only,source_note,is_ambiguous_across_systems,is_ambiguous_across_degrees,duplicate_normalized_count
IND_USA-003087,IND_USA,India + United States,India BTECH (Hons),india btech hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003088,IND_USA,India + United States,India BTECH with Honours,india btech with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_name,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003089,IND_USA,India + United States,IN BTECH,in btech,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003090,IND_USA,India + United States,IN BTECH degree,in btech degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003091,IND_USA,India + United States,IN BTECH qualification,in btech qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003092,IND_USA,India + United States,IN BTECH (India),in btech india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003093,IND_USA,India + United States,IN BTECH (IN),in btech in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003094,IND_USA,India + United States,IN BTECH (3-4 years),in btech 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003095,IND_USA,India + United States,IN BTECH (Hons),in btech hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003096,IND_USA,India + United States,IN BTECH with Honours,in btech with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,alias,country_code,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003097,IND_USA,India + United States,B T E C H,b t e c h,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003098,IND_USA,India + United States,B T E C H degree,b t e c h degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003099,IND_USA,India + United States,B T E C H qualification,b t e c h qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003100,IND_USA,India + United States,B T E C H (India),b t e c h india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003101,IND_USA,India + United States,B T E C H (IN),b t e c h in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003102,IND_USA,India + United States,B T E C H (3-4 years),b t e c h 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003103,IND_USA,India + United States,B T E C H (Hons),b t e c h hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,none,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003104,IND_USA,India + United States,B T E C H with Honours,b t e c h with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,none,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003105,IND_USA,India + United States,Indian B T E C H,indian b t e c h,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003106,IND_USA,India + United States,Indian B T E C H degree,indian b t e c h degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003107,IND_USA,India + United States,Indian B T E C H qualification,indian b t e c h qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003108,IND_USA,India + United States,Indian B T E C H (India),indian b t e c h india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003109,IND_USA,India + United States,Indian B T E C H (IN),indian b t e c h in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003110,IND_USA,India + United States,Indian B T E C H (3-4 years),indian b t e c h 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003111,IND_USA,India + United States,Indian B T E C H (Hons),indian b t e c h hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_adjective,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003112,IND_USA,India + United States,Indian B T E C H with Honours,indian b t e c h with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_adjective,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003113,IND_USA,India + United States,India B T E C H,india b t e c h,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003114,IND_USA,India + United States,India B T E C H degree,india b t e c h degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003115,IND_USA,India + United States,India B T E C H qualification,india b t e c h qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_name,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003116,IND_USA,India + United States,India B T E C H (India),india b t e c h india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003117,IND_USA,India + United States,India B T E C H (IN),india b t e c h in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003118,IND_USA,India + United States,India B T E C H (3-4 years),india b t e c h 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003119,IND_USA,India + United States,India B T E C H (Hons),india b t e c h hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_name,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003120,IND_USA,India + United States,India B T E C H with Honours,india b t e c h with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_name,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003121,IND_USA,India + United States,IN B T E C H,in b t e c h,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003122,IND_USA,India + United States,IN B T E C H degree,in b t e c h degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003123,IND_USA,India + United States,IN B T E C H qualification,in b t e c h qualification,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_code,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003124,IND_USA,India + United States,IN B T E C H (India),in b t e c h india,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003125,IND_USA,India + United States,IN B T E C H (IN),in b t e c h in,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003126,IND_USA,India + United States,IN B T E C H (3-4 years),in b t e c h 3 4 years,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003127,IND_USA,India + United States,IN B T E C H (Hons),in b t e c h hons,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_code,hons_short,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003128,IND_USA,India + United States,IN B T E C H with Honours,in b t e c h with honours,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,country_code,honours_long,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003129,IND_USA,India + United States,B Tech,b tech,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-003130,IND_USA,India + United States,B Tech degree,b tech degree,Bachelor of Technology,India,IN,South Asia,UG ENGINEERING,undergraduate,BTECH,3-4 years,UG ENGINEERING,abbreviation_permutation,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
