raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
3 Year Diploma - Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg (Electronics and Communication Engineering),Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma in Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Biotechnology Engineering),Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg - Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
"Dip. Engg, Computer Science and Engineering",Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Polytechnic, Electrical Engineering",Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic - Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic (Instrumentation Engineering),Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
"3 Year Diploma, Textile Engineering",Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg / Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma - Computer Science and Engineering,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg - Computer Science and Engineering,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"3 Year Diploma, Instrumentation Engineering",Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Metallurgical Engineering),Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma / Electrical Engineering,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg - Electrical Engineering,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic (Aerospace Engineering),Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic / Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Polytechnic in Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
"Polytechnic, Metallurgical Engineering",Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg / Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg / Electrical Engineering,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
"Polytechnic, Instrumentation Engineering",Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
"Dip. Engg, Electronics and Communication Engineering",Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg (Production Engineering),Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic - Computer Science and Engineering,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Production Engineering),Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
"Dip. Engg, Biotechnology Engineering",Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
"3 Year Diploma, Production Engineering",Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg - Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg / Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic / Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma in Electrical Engineering,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg / Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Dip. Engg (Aerospace Engineering),Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
"3 Year Diploma, Biotechnology Engineering",Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic / Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma in Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg - Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic / Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg / Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
"Polytechnic, Textile Engineering",Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Electronics and Communication Engineering),Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Artificial Intelligence and Machine Learning),Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Electrical Engineering,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic / Computer Science and Engineering,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma - Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
"Polytechnic, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Polytechnic (Computer Science and Engineering),Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Computer Science and Engineering),Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma / Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic / Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic (Electrical Engineering),Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg / Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic - Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma - Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
"Polytechnic, Biotechnology Engineering",Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma - Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
3 Year Diploma / Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic (Electronics and Communication Engineering),Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Electrical Engineering),Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
"3 Year Diploma, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Textile Engineering,Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic (Textile Engineering),Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma / Production Engineering,Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma / Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma - Instrumentation Engineering,Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic - Aerospace Engineering,Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg / Biotechnology Engineering,Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma in Metallurgical Engineering,Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg (Instrumentation Engineering),Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic (Metallurgical Engineering),Diploma in Engineering,Diploma in Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Aerospace Engineering),Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic / Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
"Dip. Engg, Artificial Intelligence and Machine Learning",Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
3 Year Diploma in Electronics and Communication Engineering,Diploma in Engineering,Diploma in Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
"Dip. Engg, Aerospace Engineering",Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic (Production Engineering),Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic (Biotechnology Engineering),Diploma in Engineering,Diploma in Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
"Polytechnic, Aerospace Engineering",Diploma in Engineering,Diploma in Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg / Computer Science and Engineering,Diploma in Engineering,Diploma in Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Polytechnic, Production Engineering",Diploma in Engineering,Diploma in Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma (Instrumentation Engineering),Diploma in Engineering,Diploma in Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
3 Year Diploma - Electrical Engineering,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg (Electrical Engineering),Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg (Textile Engineering),Diploma in Engineering,Diploma in Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic - Electrical Engineering,Diploma in Engineering,Diploma in Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Dip. Engg - Artificial Intelligence and Machine Learning,Diploma in Engineering,Diploma in Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
