raw_string,canonical_name,normalized,source,confidence
BTECH / Aerospace Engineering,Bachelor of Technology,btech aerospace engineering,generated_permutation,1.0
B.Tech (Hons) - Aerospace Engineering,Bachelor of Technology,btech aerospace engineering,generated_permutation,1.0
B.Tech (Hons) in Aerospace Engineering,Bachelor of Technology,btech aerospace engineering,generated_permutation,1.0
B.Tech (Hons) (Aerospace Engineering),Bachelor of Technology,btech aerospace engineering,generated_permutation,1.0
"B.Tech (Hons), Aerospace Engineering",Bachelor of Technology,btech aerospace engineering,generated_permutation,1.0
B.Tech (Hons) / Aerospace Engineering,Bachelor of Technology,btech aerospace engineering,generated_permutation,1.0
4-Year B.Tech - Aerospace Engineering,Bachelor of Technology,4year btech aerospace engineering,generated_permutation,1.0
4-Year B.Tech in Aerospace Engineering,Bachelor of Technology,4year btech aerospace engineering,generated_permutation,1.0
4-Year B.Tech (Aerospace Engineering),Bachelor of Technology,4year btech aerospace engineering,generated_permutation,1.0
"4-Year B.Tech, Aerospace Engineering",Bachelor of Technology,4year btech aerospace engineering,generated_permutation,1.0
4-Year B.Tech / Aerospace Engineering,Bachelor of Technology,4year btech aerospace engineering,generated_permutation,1.0
B.Tech/BE - Aerospace Engineering,Bachelor of Technology,btechbe aerospace engineering,generated_permutation,1.0
B.Tech/BE in Aerospace Engineering,Bachelor of Technology,btechbe aerospace engineering,generated_permutation,1.0
B.Tech/BE (Aerospace Engineering),Bachelor of Technology,btechbe aerospace engineering,generated_permutation,1.0
"B.Tech/BE, Aerospace Engineering",Bachelor of Technology,btechbe aerospace engineering,generated_permutation,1.0
B.Tech/BE / Aerospace Engineering,Bachelor of Technology,btechbe aerospace engineering,generated_permutation,1.0
Bacheler of Technology - Aerospace Engineering,Bachelor of Technology,bacheler of technology aerospace engineering,generated_permutation,1.0
Bacheler of Technology in Aerospace Engineering,Bachelor of Technology,bacheler of technology aerospace engineering,generated_permutation,1.0
Bacheler of Technology (Aerospace Engineering),Bachelor of Technology,bacheler of technology aerospace engineering,generated_permutation,1.0
"Bacheler of Technology, Aerospace Engineering",Bachelor of Technology,bacheler of technology aerospace engineering,generated_permutation,1.0
Bacheler of Technology / Aerospace Engineering,Bachelor of Technology,bacheler of technology aerospace engineering,generated_permutation,1.0
Bachelor of Engineering - Aerospace Engineering,Bachelor of Engineering,bachelor of engineering aerospace engineering,generated_permutation,1.0
Bachelor of Engineering in Aerospace Engineering,Bachelor of Engineering,bachelor of engineering aerospace engineering,generated_permutation,1.0
Bachelor of Engineering (Aerospace Engineering),Bachelor of Engineering,bachelor of engineering aerospace engineering,generated_permutation,1.0
"Bachelor of Engineering, Aerospace Engineering",Bachelor of Engineering,bachelor of engineering aerospace engineering,generated_permutation,1.0
Bachelor of Engineering / Aerospace Engineering,Bachelor of Engineering,bachelor of engineering aerospace engineering,generated_permutation,1.0
BTech - Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
BTech in Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
BTech (Aerospace Engineering),Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
"BTech, Aerospace Engineering",Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
BTech / Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech - Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech in Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech (Aerospace Engineering),Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
"B.Tech, Aerospace Engineering",Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech / Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B. Tech - Aerospace Engineering,Bachelor of Engineering,b tech aerospace engineering,generated_permutation,1.0
B. Tech in Aerospace Engineering,Bachelor of Engineering,b tech aerospace engineering,generated_permutation,1.0
B. Tech (Aerospace Engineering),Bachelor of Engineering,b tech aerospace engineering,generated_permutation,1.0
"B. Tech, Aerospace Engineering",Bachelor of Engineering,b tech aerospace engineering,generated_permutation,1.0
B. Tech / Aerospace Engineering,Bachelor of Engineering,b tech aerospace engineering,generated_permutation,1.0
B.Tech. - Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech. in Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech. (Aerospace Engineering),Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
"B.Tech., Aerospace Engineering",Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech. / Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
BTECH - Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
BTECH in Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
BTECH (Aerospace Engineering),Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
"BTECH, Aerospace Engineering",Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
BTECH / Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech (Hons) - Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech (Hons) in Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech (Hons) (Aerospace Engineering),Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
"B.Tech (Hons), Aerospace Engineering",Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
B.Tech (Hons) / Aerospace Engineering,Bachelor of Engineering,btech aerospace engineering,generated_permutation,1.0
4-Year B.Tech - Aerospace Engineering,Bachelor of Engineering,4year btech aerospace engineering,generated_permutation,1.0
4-Year B.Tech in Aerospace Engineering,Bachelor of Engineering,4year btech aerospace engineering,generated_permutation,1.0
4-Year B.Tech (Aerospace Engineering),Bachelor of Engineering,4year btech aerospace engineering,generated_permutation,1.0
"4-Year B.Tech, Aerospace Engineering",Bachelor of Engineering,4year btech aerospace engineering,generated_permutation,1.0
4-Year B.Tech / Aerospace Engineering,Bachelor of Engineering,4year btech aerospace engineering,generated_permutation,1.0
B.Tech/BE - Aerospace Engineering,Bachelor of Engineering,btechbe aerospace engineering,generated_permutation,1.0
B.Tech/BE in Aerospace Engineering,Bachelor of Engineering,btechbe aerospace engineering,generated_permutation,1.0
B.Tech/BE (Aerospace Engineering),Bachelor of Engineering,btechbe aerospace engineering,generated_permutation,1.0
"B.Tech/BE, Aerospace Engineering",Bachelor of Engineering,btechbe aerospace engineering,generated_permutation,1.0
B.Tech/BE / Aerospace Engineering,Bachelor of Engineering,btechbe aerospace engineering,generated_permutation,1.0
Bacheler of Technology - Aerospace Engineering,Bachelor of Engineering,bacheler of technology aerospace engineering,generated_permutation,1.0
Bacheler of Technology in Aerospace Engineering,Bachelor of Engineering,bacheler of technology aerospace engineering,generated_permutation,1.0
Bacheler of Technology (Aerospace Engineering),Bachelor of Engineering,bacheler of technology aerospace engineering,generated_permutation,1.0
"Bacheler of Technology, Aerospace Engineering",Bachelor of Engineering,bacheler of technology aerospace engineering,generated_permutation,1.0
Bacheler of Technology / Aerospace Engineering,Bachelor of Engineering,bacheler of technology aerospace engineering,generated_permutation,1.0
Master of Technology - Aerospace Engineering,Master of Technology,master of technology aerospace engineering,generated_permutation,1.0
Master of Technology in Aerospace Engineering,Master of Technology,master of technology aerospace engineering,generated_permutation,1.0
Master of Technology (Aerospace Engineering),Master of Technology,master of technology aerospace engineering,generated_permutation,1.0
"Master of Technology, Aerospace Engineering",Master of Technology,master of technology aerospace engineering,generated_permutation,1.0
Master of Technology / Aerospace Engineering,Master of Technology,master of technology aerospace engineering,generated_permutation,1.0
MTech - Aerospace Engineering,Master of Technology,mtech aerospace engineering,generated_permutation,1.0
MTech in Aerospace Engineering,Master of Technology,mtech aerospace engineering,generated_permutation,1.0
MTech (Aerospace Engineering),Master of Technology,mtech aerospace engineering,generated_permutation,1.0
"MTech, Aerospace Engineering",Master of Technology,mtech aerospace engineering,generated_permutation,1.0
MTech / Aerospace Engineering,Master of Technology,mtech aerospace engineering,generated_permutation,1.0
M.Tech - Aerospace Engineering,Master of Technology,mtech aerospace engineering,generated_permutation,1.0
M.Tech in Aerospace Engineering,Master of Technology,mtech aerospace engineering,generated_permutation,1.0
M.Tech (Aerospace Engineering),Master of Technology,mtech aerospace engineering,generated_permutation,1.0
"M.Tech, Aerospace Engineering",Master of Technology,mtech aerospace engineering,generated_permutation,1.0
M.Tech / Aerospace Engineering,Master of Technology,mtech aerospace engineering,generated_permutation,1.0
M. Tech - Aerospace Engineering,Master of Technology,m tech aerospace engineering,generated_permutation,1.0
M. Tech in Aerospace Engineering,Master of Technology,m tech aerospace engineering,generated_permutation,1.0
M. Tech (Aerospace Engineering),Master of Technology,m tech aerospace engineering,generated_permutation,1.0
"M. Tech, Aerospace Engineering",Master of Technology,m tech aerospace engineering,generated_permutation,1.0
M. Tech / Aerospace Engineering,Master of Technology,m tech aerospace engineering,generated_permutation,1.0
MTECH - Aerospace Engineering,Master of Technology,mtech aerospace engineering,generated_permutation,1.0
MTECH in Aerospace Engineering,Master of Technology,mtech aerospace engineering,generated_permutation,1.0
MTECH (Aerospace Engineering),Master of Technology,mtech aerospace engineering,generated_permutation,1.0
"MTECH, Aerospace Engineering",Master of Technology,mtech aerospace engineering,generated_permutation,1.0
MTECH / Aerospace Engineering,Master of Technology,mtech aerospace engineering,generated_permutation,1.0
Master of Engineering - Aerospace Engineering,Master of Engineering,master of engineering aerospace engineering,generated_permutation,1.0
